basename,mags_and_gtdb,gtdb,mag_only,gtdb_reps,mags_and_gtdbreps
SRR8960264,0.839008725,0.780372209,0.453049501,0.636923984,0.809975669
SRR8960266,0.774192873,0.727817821,0.431693048,0.614930022,0.746121947
SRR8960268,0.858036449,0.817703246,0.445537499,0.654881826,0.827148581
SRR8960269,0.873750357,0.834944778,0.409856708,0.6847875,0.85104418
SRR8960272,0.840434624,0.784201627,0.427693942,0.649059428,0.817969836
SRR8960273,0.830310943,0.771906364,0.294024971,0.644765462,0.822250021
SRR8960278,0.804907718,0.73026338,0.394862393,0.581676408,0.789772359
SRR8960279,0.762382284,0.690847469,0.449798159,0.585466441,0.752338981
SRR8960280,0.876649112,0.841504958,0.451631837,0.676346521,0.840135859
SRR8960281,0.874629923,0.82527139,0.464824753,0.663893744,0.83617276
SRR8960282,0.824066909,0.766527344,0.422298254,0.644466071,0.805262359
SRR8960283,0.865936075,0.81025317,0.44375,0.662537441,0.838292398
SRR8960284,0.791592064,0.73701123,0.261031203,0.631201258,0.803793084
SRR8960285,0.829094532,0.755824246,0.477538418,0.621142692,0.799308488
SRR8960286,0.872948933,0.802760514,0.451917905,0.609087786,0.856871387
SRR8960287,0.861862519,0.79310922,0.457961504,0.643459458,0.842920769
SRR8960288,0.854755484,0.798661362,0.448063003,0.644019246,0.822586416
SRR8960289,0.850870398,0.791074215,0.47778003,0.650474628,0.828933212
SRR8960290,0.900011573,0.852945909,0.480532601,0.692263514,0.876857587
SRR8960291,0.845686079,0.776436591,0.429094977,0.627329177,0.826224494
SRR8960292,0.881705663,0.826352153,0.521906298,0.65511548,0.85993388
SRR8960293,0.803592845,0.733457362,0.308872108,0.582732873,0.790971073
SRR8960294,0.756986798,0.681899243,0.413171395,0.581312612,0.750652891
SRR8960295,0.822482881,0.78520491,0.355806848,0.645541958,0.806402008
SRR8960296,0.865006927,0.7951663,0.398002924,0.644647521,0.854902704
SRR8960297,0.827373837,0.796658384,0.308359221,0.631240639,0.801022444
SRR8960298,0.735577869,0.636796571,0.424783065,0.565203074,0.728471683
SRR8960299,0.797462056,0.734890972,0.43815488,0.625433856,0.778104402
SRR8960300,0.880846977,0.832473173,0.437608943,0.692456626,0.855181791
SRR8960301,0.787570524,0.715119217,0.453836309,0.591647539,0.75862025
SRR8960302,0.763824424,0.697261765,0.42736939,0.588305782,0.755641958
SRR8960303,0.778093917,0.680401444,0.426833157,0.524826153,0.753447878
SRR8960304,0.774974115,0.719600584,0.429743665,0.606353193,0.758592304
SRR8960305,0.756251754,0.66685563,0.415112938,0.58313533,0.749507597
SRR8960306,0.799321704,0.748596404,0.451713888,0.627016932,0.784751418
SRR8960307,0.858782357,0.812059278,0.430220606,0.651479705,0.820073576
SRR8960308,0.796806653,0.745180981,0.443394359,0.616364541,0.770804283
SRR8960309,0.739262443,0.65269324,0.412886295,0.550128899,0.720546058
SRR8960310,0.765713579,0.700486846,0.399777929,0.60210672,0.755964611
SRR8960311,0.708307358,0.62220304,0.369325719,0.532993611,0.715225145
SRR8960312,0.790573522,0.690779872,0.429644621,0.594455942,0.786219675
SRR8960313,0.827321915,0.770797793,0.449278157,0.645448663,0.806424186
SRR8960314,0.837133326,0.771360012,0.417258243,0.606133702,0.823155371
SRR8960315,0.747347462,0.594842427,0.413876598,0.500902536,0.726947356
SRR8960316,0.716116427,0.640101127,0.417069262,0.528516415,0.705921861
SRR8960317,0.786980202,0.71947822,0.421854226,0.609510859,0.782423643
SRR8960318,0.791265512,0.732037754,0.424064355,0.613544812,0.774171099
SRR8960319,0.749737574,0.663648345,0.417994317,0.571167256,0.749144978
SRR8960320,0.649356745,0.571329749,0.282188144,0.522227786,0.672355062
SRR8960321,0.715229563,0.640834092,0.417144067,0.567321892,0.719060137
SRR8960322,0.838986377,0.799991591,0.425007028,0.630568649,0.800124292
SRR8960323,0.816172896,0.751507193,0.482890127,0.619189093,0.785178637
SRR8960324,0.789942251,0.71552556,0.444210623,0.602095526,0.771846529
SRR8960325,0.803353427,0.733067908,0.463341654,0.611614446,0.778635189
SRR8960326,0.731540496,0.646390528,0.409594013,0.558521556,0.725466805
SRR8960327,0.879491649,0.849727598,0.494882285,0.674917264,0.821443578
SRR8960328,0.807390471,0.752581366,0.467625106,0.628894996,0.795942112
SRR8960329,0.768244744,0.690609442,0.453857025,0.581552078,0.759539614
SRR8960330,0.804147477,0.733846628,0.447831738,0.610251327,0.794161001
SRR8960331,0.771978564,0.69453091,0.428823778,0.593791117,0.765927192
SRR8960332,0.831032445,0.780242802,0.412243667,0.632325623,0.809394215
SRR8960333,0.838827363,0.758463965,0.492572624,0.588055427,0.811537767
SRR8960334,0.811439162,0.730067625,0.449924024,0.591998426,0.790104809
SRR8960335,0.794471398,0.720632386,0.4704746,0.602123519,0.772476029
SRR8960336,0.84665771,0.791966741,0.432576884,0.652458175,0.817285475
SRR8960337,0.842840504,0.793444212,0.453305352,0.638902536,0.793732599
SRR8960338,0.841163642,0.779349309,0.478994391,0.632910212,0.814618572
SRR8960339,0.665514597,0.621702943,0.160397117,0.584027792,0.716504146
SRR8960340,0.838569753,0.783835652,0.456189727,0.660115471,0.807071947
SRR8960342,0.869667701,0.828851552,0.437366046,0.639852938,0.805188256
SRR8960343,0.770344478,0.730362848,0.365537493,0.615018079,0.752696044
SRR8960344,0.849122378,0.805181643,0.4560803,0.661973258,0.812197071
SRR8960345,0.804374227,0.748916091,0.449940069,0.620830434,0.762174935
SRR8960346,0.745346726,0.702849386,0.362740452,0.614617425,0.735251416
SRR8960347,0.800301235,0.744765441,0.421613097,0.624527559,0.79022505
SRR8960348,0.782801398,0.737793478,0.392723144,0.623304619,0.77333072
SRR8960349,0.801158714,0.762650117,0.322327793,0.633018863,0.788603466
SRR8960350,0.757768673,0.714538746,0.311371094,0.613500362,0.727383872
SRR8960352,0.798808161,0.743913246,0.405428505,0.613326452,0.776803662
SRR8960353,0.808745952,0.767277014,0.388054522,0.628238722,0.773645722
SRR8960354,0.831002116,0.774846193,0.484293698,0.606263888,0.79143511
SRR8960355,0.851494905,0.806203576,0.426620953,0.65929544,0.818024456
SRR8960357,0.839426324,0.789156292,0.469163658,0.644720291,0.810974193
SRR8960358,0.80587396,0.727540032,0.452276877,0.608969391,0.790691178
SRR8960359,0.704083204,0.603784495,0.442812054,0.497040132,0.677281551
SRR8960360,0.753362288,0.667750078,0.446593087,0.579324799,0.746276093
SRR8960361,0.822859895,0.738419829,0.418787295,0.614749738,0.803806384
SRR8960362,0.767552244,0.697447301,0.43401793,0.589073832,0.759900968
SRR8960363,0.708195455,0.638391255,0.413588563,0.55923296,0.705158166
SRR8960364,0.795108867,0.738630198,0.456160113,0.623156843,0.781326499
SRR8960365,0.775063351,0.680208022,0.460049397,0.572348182,0.755928398
SRR8960366,0.773029443,0.671020204,0.452629948,0.567938143,0.752160794
SRR8960367,0.764213196,0.693682466,0.472258007,0.602639828,0.749204775
SRR8960368,0.813585084,0.747999636,0.467353095,0.591096921,0.800056893
SRR8960369,0.736241894,0.65068726,0.418930933,0.558987257,0.724918036
SRR8960370,0.770219202,0.645892716,0.452679019,0.576892673,0.728706077
SRR8960371,0.793019448,0.710253546,0.461692122,0.594941431,0.767808848
SRR8960372,0.824687804,0.751961133,0.463399243,0.61161886,0.803743693
SRR8960373,0.75062719,0.641219341,0.44685524,0.541482288,0.71357229
SRR8960374,0.864752514,0.814472119,0.470324712,0.653243827,0.833934327
SRR8960376,0.76604959,0.712240959,0.258252817,0.623407083,0.783955787
SRR8960377,0.849126201,0.808571301,0.423628045,0.665276079,0.813125647
SRR8960378,0.839369945,0.797342486,0.489148962,0.642662725,0.812695831
SRR8960379,0.811382969,0.738536995,0.461195509,0.610791072,0.785031214
SRR8960380,0.804993726,0.758084204,0.442975317,0.643414836,0.772536572
SRR8960381,0.727977687,0.652444312,0.309617863,0.573418404,0.738074141
SRR8960382,0.804170724,0.750342336,0.417715499,0.626351419,0.785384443
SRR8960383,0.708488628,0.649128649,0.203588374,0.603386617,0.739938719
SRR8960384,0.834407452,0.777433385,0.430831401,0.65329475,0.805349962
SRR8960385,0.803974786,0.735299573,0.486728332,0.598231124,0.790158326
SRR8960386,0.82237215,0.769084794,0.469523663,0.629729828,0.794731142
SRR8960387,0.771820007,0.65612914,0.404883164,0.568741657,0.754903231
SRR8960388,0.77950729,0.71211839,0.325512424,0.623302694,0.77427687
SRR8960389,0.866525418,0.821421421,0.484678995,0.683806426,0.834865724
SRR8960390,0.844504712,0.815844754,0.3725602,0.59577145,0.812406999
SRR8960391,0.790064724,0.730878629,0.406381552,0.615649618,0.780137188
SRR8960392,0.869058417,0.822799002,0.461173163,0.663660911,0.828305262
SRR8960393,0.773422208,0.690197323,0.366994214,0.593456695,0.774495964
SRR8960394,0.814670878,0.747238686,0.431719996,0.626032917,0.807464014
SRR8960395,0.784446596,0.698475489,0.385296413,0.590933043,0.770958004
SRR8960396,0.812801894,0.740984726,0.454383341,0.625512756,0.796805953
SRR8960397,0.811112684,0.747189695,0.394675532,0.623774616,0.799259962
SRR8960398,0.761431343,0.663495417,0.39824258,0.57694164,0.750846711
SRR8960399,0.776014337,0.700555202,0.430187917,0.566094653,0.747785848
SRR8960400,0.805548777,0.651235173,0.516429278,0.495858858,0.797791391
SRR8960401,0.842626473,0.787208333,0.412652624,0.650020209,0.828620657
SRR8960402,0.799813308,0.740700907,0.472946984,0.61242903,0.780598405
SRR8960403,0.839555331,0.791120898,0.382557408,0.647658365,0.815095148
SRR8960404,0.838383019,0.800651602,0.444451967,0.667924289,0.807733614
SRR8960405,0.822042236,0.773088905,0.407598168,0.644870564,0.8000598
SRR8960406,0.855667915,0.81144689,0.443430657,0.634399146,0.809741361
SRR8960407,0.826735097,0.763314369,0.48111273,0.627243706,0.790461975
SRR8960408,0.823837684,0.744145208,0.505362421,0.592870168,0.768496221
SRR8960409,0.744860369,0.680452729,0.403395332,0.564540474,0.721775901
SRR8960410,0.791410332,0.739263506,0.41897571,0.63962554,0.774547223
SRR8960411,0.740275939,0.685025028,0.380346313,0.588907521,0.722553879
SRR8960412,0.868793208,0.814262942,0.405314142,0.64906445,0.83462692
SRR8960413,0.812460928,0.729731342,0.41297492,0.622435538,0.80586463
SRR8960414,0.912610771,0.870747383,0.412399349,0.705707986,0.874642332
SRR8960415,0.813864479,0.759209804,0.483396167,0.626871827,0.775742828
SRR8960416,0.802296966,0.759767041,0.348961602,0.654018318,0.795329039
SRR8960417,0.786485279,0.72491495,0.393458071,0.62552378,0.783252222
SRR8960418,0.805607016,0.752375744,0.335543391,0.635861131,0.786174676
SRR8960419,0.72508946,0.678490705,0.334167051,0.610619343,0.713619842
SRR8960420,0.796293086,0.746947368,0.41695593,0.619483499,0.788693368
SRR8960421,0.796315302,0.718784468,0.474435301,0.557789152,0.746489431
SRR8960423,0.790294981,0.750165025,0.240061829,0.659926761,0.795068225
SRR8960424,0.859951183,0.813401712,0.451134207,0.656037726,0.83008538
SRR8960425,0.804039764,0.733185521,0.470198606,0.601242737,0.777171703
SRR8960426,0.812934009,0.763431167,0.339415096,0.648215364,0.798942429
SRR8960427,0.811685218,0.738497715,0.452309524,0.608941556,0.787755436
SRR8960428,0.797787035,0.743451058,0.330466865,0.630704799,0.788723128
SRR8960429,0.827346845,0.768367386,0.437823481,0.625532356,0.813007411
SRR8960430,0.786346861,0.712367288,0.380666779,0.610233346,0.781920714
SRR8960431,0.801701375,0.716047243,0.353784404,0.598123615,0.797010302
SRR8960432,0.822296202,0.764809946,0.426509238,0.631338225,0.812688947
SRR8960433,0.701823665,0.628712755,0.378496094,0.561394066,0.70882349
SRR8960434,0.800910188,0.742047005,0.457724944,0.616806434,0.779117301
SRR8960435,0.814213278,0.750333413,0.39100346,0.618909535,0.790272977
SRR8960436,0.802817752,0.736057776,0.457901873,0.587427856,0.776850805
SRR8960437,0.868020166,0.829065487,0.497074974,0.66945258,0.832016066
SRR8960438,0.720172824,0.649319529,0.339761492,0.576998845,0.731769258
SRR8960439,0.818011386,0.758911146,0.411003486,0.639895751,0.795295576
SRR8960440,0.766972633,0.683820125,0.445139058,0.572382275,0.745322674
SRR8960441,0.806696697,0.753722437,0.30886181,0.615750583,0.812972179
SRR8960442,0.785671396,0.706250565,0.396907884,0.602212842,0.779229124
SRR8960443,0.851146888,0.807894052,0.460039758,0.662245789,0.822283181
SRR8960444,0.815699919,0.74905061,0.44761342,0.622271252,0.790002963
SRR8960445,0.827425294,0.765271551,0.443464271,0.645166203,0.806037006
SRR8960446,0.863939097,0.808062984,0.49589325,0.624126411,0.811922455
SRR8960447,0.844470371,0.793073102,0.473122049,0.652832851,0.820040426
SRR8960448,0.81598366,0.750909449,0.446467761,0.632075048,0.804314482
SRR8960449,0.836375548,0.780803306,0.443788927,0.645018704,0.81661515
SRR8960450,0.826611441,0.771768572,0.435316151,0.635637612,0.812589379
SRR8960451,0.705085006,0.621582157,0.285785562,0.568511407,0.724879223
SRR8960452,0.848886589,0.79848891,0.398667916,0.631480085,0.817951271
SRR8960453,0.747319789,0.687266196,0.360981641,0.601422154,0.748978794
SRR8960454,0.864684315,0.829763621,0.346596378,0.678138284,0.837956254
SRR8960455,0.863971897,0.801603837,0.390574329,0.648688692,0.851340842
SRR8960456,0.83472303,0.760180803,0.437894737,0.637994055,0.816088804
SRR8960458,0.882168,0.833578587,0.467380101,0.661899046,0.850067166
SRR8960459,0.901900625,0.856919719,0.359750161,0.699145381,0.879054764
SRR8960460,0.861654506,0.826353868,0.451856284,0.669168021,0.841788898
SRR8960461,0.882090857,0.84278781,0.427627556,0.681014455,0.851122572
SRR8960462,0.840074142,0.76426889,0.386879968,0.571473444,0.822176851
SRR8960463,0.820317831,0.741436305,0.364542055,0.550409039,0.805512102
SRR8960464,0.828983893,0.778978559,0.385768761,0.639275757,0.811232187
SRR8960465,0.871171631,0.82986927,0.408272642,0.684678053,0.821447709
SRR8960466,0.789927245,0.734954962,0.421293426,0.623914918,0.758709716
SRR8960467,0.776190793,0.732865542,0.375503944,0.621869464,0.742585501
SRR8960468,0.734848064,0.676519027,0.398205791,0.59175836,0.706075205
SRR8960469,0.878519513,0.841042081,0.43538569,0.674492432,0.843178838
SRR8960470,0.783220083,0.729153559,0.398592334,0.639392788,0.787991944
SRR8960471,0.774636673,0.713796652,0.416176048,0.608323447,0.765813082
SRR8960472,0.787342468,0.708144089,0.394719772,0.607739241,0.789380119
SRR8960473,0.852876487,0.786601728,0.444624427,0.635896426,0.845526606
SRR8960474,0.824718225,0.757937241,0.456912092,0.638393277,0.806703243
SRR8960475,0.816060726,0.753243759,0.551212344,0.59596995,0.77680589
SRR8960476,0.877287923,0.819563148,0.435290472,0.649268772,0.840933959
SRR8960477,0.812704665,0.73616234,0.42097051,0.587392271,0.782114513
SRR8960478,0.876450043,0.802083369,0.460880555,0.634755826,0.853137814
SRR8960479,0.796432645,0.712194498,0.436356078,0.591191349,0.78350803
SRR8960480,0.748559504,0.648052618,0.415132891,0.567592404,0.746579188
SRR8960481,0.789677168,0.684161805,0.473931654,0.57761215,0.770447194
SRR8960482,0.749125095,0.667061932,0.425670028,0.557339367,0.728208157
SRR8960483,0.711747467,0.613742394,0.41275365,0.524052776,0.695083893
SRR8960484,0.844285467,0.780395059,0.451631246,0.635183102,0.820551208
SRR8960485,0.80959381,0.728837877,0.429488365,0.608673077,0.802715812
SRR8960486,0.843034764,0.785181646,0.424978398,0.662142031,0.811905694
SRR8960487,0.838039343,0.78726059,0.424089995,0.660901019,0.803456368
SRR8960488,0.838462898,0.770165041,0.422979095,0.650532686,0.819943375
SRR8960489,0.839713835,0.790213572,0.431958283,0.646071387,0.79580686
SRR8960490,0.895086354,0.829221219,0.49871968,0.640920333,0.872186016
SRR8960491,0.876965791,0.803886946,0.449512955,0.664078646,0.852889054
SRR8960492,0.888023801,0.829830738,0.366349452,0.638547841,0.877290818
SRR8960493,0.853843225,0.812947805,0.400718352,0.644179532,0.818175755
SRR8960494,0.86896875,0.803308355,0.417957117,0.663224321,0.840648705
SRR8960495,0.902813186,0.868516738,0.370526178,0.702792378,0.865182946
SRR8960496,0.877737589,0.823269635,0.432124101,0.672859266,0.856974789
SRR8960497,0.886123875,0.840894407,0.359098582,0.676455739,0.861727087
SRR8960498,0.86495541,0.799957676,0.42754859,0.631744383,0.839386651
SRR8960499,0.874744437,0.820127075,0.421921466,0.682702694,0.848408562
SRR8960500,0.815211086,0.747111763,0.354644616,0.612651755,0.802939909
SRR8960502,0.830876656,0.795018635,0.303839642,0.662856761,0.808569828
SRR8960503,0.894962283,0.857245432,0.386255848,0.70258633,0.875768562
SRR8960504,0.88841116,0.844513779,0.379613185,0.69919372,0.857675112
