rank,name,diff,sourmash,singleM
strain,GCA_945830985 s__Liminaster sp004557315,1.302203386,0,1.302203386
order,o__RFN20,-3.14270266,4.446825609,1.30412295
strain,AtH2023_SRR8960731_MAG02 s__Sodaliphilus sp004557565,1.305469664,0,1.305469664
family,f__Treponemataceae,-1.529240209,2.836368728,1.307128519
order,o__Treponematales,-1.528617767,2.836368728,1.307750961
genus,g__Cryptobacteroides,-1.290213303,2.599587833,1.309374529
strain,GCA_963661995 s__Prevotella sp900546535,1.310487162,0,1.310487162
strain,AtH2023_SRR14369192_MAG17 s__Prevotella sp000436915,1.315522786,0,1.315522786
family,f__Acutalibacteraceae,-2.374557037,3.690935063,1.316378027
order,o__Coriobacteriales,-1.878562341,3.196868374,1.318306033
class,c__Coriobacteriia,-1.884724105,3.203030138,1.318306033
genus,g__Faecousia,-2.719555686,4.038321937,1.31876625
strain,AtH2023_SRR14369228_MAG02 s__Treponema_D succinifaciens,1.318864775,0,1.318864775
strain,GCF_945615735 s__Clostridium sp000435835,1.319252724,0,1.319252724
order,o__Christensenellales,-3.783364102,5.105820839,1.322456737
strain,GCA_900545945 s__Prevotella pectinovora,1.323341744,0,1.323341744
order,o__Christensenellales,-5.191028001,6.514604336,1.323576335
strain,GCA_945937625 s__Treponema_D sp018385315,1.324395694,0,1.324395694
strain,GCF_039716035 s__Acinetobacter towneri,1.324561912,0,1.324561912
family,f__Clostridiaceae,-1.657579034,2.982937487,1.325358453
order,o__Clostridiales,-1.657579034,2.982937487,1.325358453
genus,g__Escherichia,1.076603031,0.250750195,1.327353227
strain,GCF_946909825 s__Escherichia coli,1.330210677,0,1.330210677
strain,GCA_963661995 s__Prevotella sp900546535,1.330904007,0,1.330904007
family,f__Acutalibacteraceae,-1.631274405,2.962356918,1.331082513
family,f__Peptostreptococcaceae,1.112576095,0.219613559,1.332189654
family,f__Enterobacteriaceae,1.072672325,0.259999178,1.332671503
genus,g__Oscillibacter,-1.85160051,3.184309589,1.33270908
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,1.336047196,0,1.336047196
genus,g__Limosilactobacillus,-1.921285938,3.258345939,1.337060001
genus,g__PeH17,-1.63024872,2.967959235,1.337710515
strain,AtH2023_SRR14369192_MAG17 s__Prevotella sp000436915,1.338053507,0,1.338053507
genus,g__Faecousia,-2.062763457,3.40199273,1.339229273
species,s__Prevotella pectinovora,-1.390162295,2.730694079,1.340531784
family,f__Anaerovoracaceae,-1.62102723,2.961592258,1.340565027
species,s__Escherichia coli,1.342536953,0,1.342536953
family,f__Aristaeellaceae,-1.810927158,3.157314215,1.346387057
species,s__Prevotella sp002251295,1.203373525,0.144599824,1.347973349
family,f__Paludibacteraceae,-2.076614816,3.425939,1.349324184
family,f__Treponemataceae,-1.498622334,2.849481262,1.350858928
order,o__Treponematales,-1.498622334,2.849481262,1.350858928
class,c__Negativicutes,-1.522398525,2.876247804,1.353849279
genus,g__Colicola,-1.235177888,2.590063712,1.354885824
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.35560968,0,1.35560968
species,s__Treponema_D succinifaciens,-1.330224434,2.686330765,1.356106331
family,f__Acutalibacteraceae,-2.499360116,3.856650472,1.357290356
family,f__Acutalibacteraceae,-1.225750337,2.583683008,1.357932671
strain,GCA_021620945 s__Prevotella sp000434975,1.358016658,0,1.358016658
family,f__Aristaeellaceae,-1.28957609,2.647981195,1.358405104
order,o__Christensenellales,-2.785658084,4.144791034,1.35913295
order,o__RFN20,-3.216748916,4.575905769,1.359156853
family,f__Ruminococcaceae,-1.577408953,2.936902872,1.359493919
family,f__Peptostreptococcaceae,-1.032790231,2.393891127,1.361100897
strain,GCA_013186005 s__Acinetobacter sp003711395,1.362852417,0,1.362852417
strain,AtH2023_SRR8960211_MAG67 s__Methanocatella sp900769095,1.363172587,0,1.363172587
genus,g__PeH17,-1.560238454,2.925660595,1.365422141
family,f__Sphaerochaetaceae,-1.05371529,2.422585028,1.368869737
order,o__Sphaerochaetales,-1.05371529,2.422585028,1.368869737
strain,GCA_948553825 s__Lactobacillus sp910589675,1.37346076,0,1.37346076
strain,GCF_946909825 s__Escherichia coli,1.374214838,0,1.374214838
family,f__CAG-826,-2.089618478,3.463847178,1.3742287
species,s__Lactobacillus sp910589675,1.274840142,0.100348483,1.375188625
species,s__Escherichia coli,1.264461259,0.111200883,1.375662141
genus,g__Escherichia,1.196408011,0.180701434,1.377109445
order,o__Peptostreptococcales,-1.570278916,2.951143745,1.380864829
strain,GCA_037369705 s__Prevotella sp900313215,1.381553752,0,1.381553752
family,f__UBA1067,-1.071329554,2.453836308,1.382506754
superkingdom,d__Archaea,-2.624759991,4.00742732,1.382667329
genus,g__Treponema_D,-2.017149758,3.402242019,1.385092261
strain,AtH2023_SRR14369192_MAG17 s__Prevotella sp000436915,1.385751323,0,1.385751323
family,f__Enterobacteriaceae,1.196404264,0.189389003,1.385793267
genus,g__Escherichia,1.110305737,0.275886779,1.386192516
strain,GCA_945641125 s__Prevotella sp945863825,1.3879367,0,1.3879367
species,s__Prevotella sp945863825,-1.341495996,2.729669101,1.388173106
order,o__RFP12,-1.065381156,2.453836308,1.388455152
class,c__Kiritimatiellia,-1.065381156,2.453836308,1.388455152
strain,GCF_946909825 s__Escherichia coli,1.388833474,0,1.388833474
strain,AtH2023_SRR17241627_MAG19 s__Minthosoma sp900316975,1.388888889,0,1.388888889
strain,GCF_945615735 s__Clostridium sp000435835,1.390050912,0,1.390050912
strain,AtH2023_SRR8960211_MAG60 s__Limimorpha sp900769945,1.390332541,0,1.390332541
strain,GCA_963661995 s__Prevotella sp900546535,1.390582308,0,1.390582308
species,s__Methanocatella sp900769095,-1.54800249,2.939660826,1.391658337
species,s__Escherichia coli,1.317633137,0.074827481,1.392460618
strain,AtH2023_SRR8960211_MAG60 s__Limimorpha sp900769945,1.394899249,0,1.394899249
strain,AtH2023_SRR7182063_MAG4 s__UBA2868 sp004552595,1.395562567,0,1.395562567
species,s__Cryptobacteroides sp000433355,-1.044320356,2.444454459,1.400134103
family,f__Enterobacteriaceae,1.112922586,0.29021856,1.403141146
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,1.406095184,0,1.406095184
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.409263362,0,1.409263362
strain,GCA_945949975 s__Prevotella copri,1.410166015,0,1.410166015
family,f__Ruminococcaceae,-1.879529076,3.290019754,1.410490678
species,s__Prevotella copri,1.411331441,0,1.411331441
family,f__Ruminococcaceae,-1.091588314,2.504650391,1.413062077
genus,g__Methanocatella,-1.519257779,2.939660826,1.420403047
strain,GCA_021620945 s__Prevotella sp000434975,1.422549707,0,1.422549707
strain,GCA_022779425 s__Sodaliphilus sp004557565,1.424870466,0,1.424870466
strain,AtH2023_SRR7182063_MAG2 s__SFTJ01 sp004557385,1.425064332,0,1.425064332
genus,g__Escherichia,1.170499916,0.254967713,1.42546763
strain,AtH2023_SRR15057925_MAG1 s__Treponema_D sp016293915,1.427003991,0,1.427003991
family,f__Ruminococcaceae,-1.846878232,3.275491915,1.428613683
family,f__Methanobacteriaceae,-1.531737327,2.962498829,1.430761502
order,o__Methanobacteriales,-1.551061791,2.981823292,1.430761502
class,c__Methanobacteria,-1.551061791,2.981823292,1.430761502
phylum,p__Methanobacteriota,-1.555160919,2.985922421,1.430761502
family,f__Sphaerochaetaceae,-1.839431011,3.274145722,1.434714711
order,o__Sphaerochaetales,-1.839431011,3.274145722,1.434714711
family,f__Aristaeellaceae,-2.498862132,3.937729933,1.438867802
family,f__Enterobacteriaceae,1.172041328,0.26974845,1.441789778
family,f__Treponemataceae,-2.035848374,3.47981757,1.443969196
order,o__Treponematales,-2.040963245,3.484932441,1.443969196
genus,g__Treponema_D,-1.672796342,3.117154072,1.44435773
superkingdom,d__Archaea,-2.221873448,3.666368662,1.444495214
strain,AtH2023_SRR8960761_MAG04 s__Lactobacillus amylovorus,1.446007136,0,1.446007136
genus,g__Colicola,-1.920139889,3.368777712,1.448637823
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.448647712,0,1.448647712
strain,GCA_037369705 s__Prevotella sp900313215,1.452874951,0,1.452874951
genus,g__Alloprevotella,-2.680482854,4.134061005,1.453578151
phylum,p__Verrucomicrobiota,-1.657677982,3.112180149,1.454502167
species,s__SFTJ01 sp004557385,-1.404172441,2.860885151,1.45671271
species,s__Cryptobacteroides sp000433355,-1.049317318,2.506481481,1.457164164
strain,GCA_021620945 s__Prevotella sp000434975,1.458090946,0,1.458090946
strain,GCA_945874555 s__Faecousia sp004555705,1.45851012,0,1.45851012
family,f__CAG-138,-1.454476928,2.913698947,1.459222019
phylum,p__Verrucomicrobiota,-1.282366413,2.744892506,1.462526093
strain,GCA_034113945 s__Prevotella sp022771625,1.463955559,0,1.463955559
strain,GCA_945641125 s__Prevotella sp945863825,1.466313313,0,1.466313313
phylum,p__Actinomycetota,-1.972961547,3.439714384,1.466752837
superkingdom,d__Archaea,-2.928146761,4.396709969,1.468563208
class,c__Negativicutes,-1.826842615,3.296428536,1.46958592
strain,GCA_037359175 s__CAG-349 sp003539515,1.469837235,0,1.469837235
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.4717452,0,1.4717452
genus,g__PeH17,-1.206723383,2.678782411,1.472059027
order,o__RFN20,-3.873078169,5.349042382,1.475964214
family,f__CAG-138,-1.365666431,2.846018771,1.48035234
family,f__UBA932,-1.642445438,3.126760781,1.484315343
family,f__Aristaeellaceae,-2.270334351,3.756682297,1.486347946
order,o__Peptostreptococcales,-1.844113543,3.333056195,1.488942651
strain,GCA_021620945 s__Prevotella sp000434975,1.493128488,0,1.493128488
genus,g__UBA1067,-1.141537705,2.638252842,1.496715136
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,1.499604183,0,1.499604183
strain,GCA_945623735 s__Liminaster sp016293065,1.501226857,0,1.501226857
strain,GCA_963661995 s__Prevotella sp900546535,1.50317261,0,1.50317261
strain,GCA_963661995 s__Prevotella sp900546535,1.504289451,0,1.504289451
species,s__Prevotella sp900546535,-1.18822449,2.69281092,1.50458643
family,f__UBA660,-3.370294286,4.875488115,1.505193829
order,o__RF39,-3.370294286,4.875488115,1.505193829
species,s__Prevotella sp900546535,-1.267566693,2.773446302,1.505879609
family,f__Treponemataceae,-1.752036013,3.258601789,1.506565777
order,o__Treponematales,-1.766782069,3.273630609,1.50684854
genus,g__Limivicinus,-2.704677497,4.212109679,1.507432182
phylum,p__Verrucomicrobiota,-1.99933406,3.507130754,1.507796694
family,f__UBA1067,-1.038462828,2.547559874,1.509097046
family,f__UBA660,-4.030895528,5.542027977,1.511132449
order,o__RF39,-4.030895528,5.542027977,1.511132449
order,o__RFN20,-2.765821869,4.280294958,1.514473089
order,o__RFP12,-1.036761294,2.552608991,1.515847697
class,c__Kiritimatiellia,-1.036761294,2.552608991,1.515847697
strain,GCA_963661995 s__Prevotella sp900546535,1.516135785,0,1.516135785
genus,g__Treponema_D,-1.825915278,3.343489416,1.517574139
strain,AtH2023_SRR8960244_MAG07 s__Bariatricus sp004560705,1.51911414,0,1.51911414
strain,GCA_022782265 s__Limivicinus sp022782265,1.519713686,0,1.519713686
species,s__Prevotella sp900546535,-1.040550968,2.561739336,1.521188368
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.524379899,0,1.524379899
genus,g__CAG-349,-1.212223844,2.736776807,1.524552963
genus,g__Vescimonas,-1.38990414,2.914462353,1.524558213
strain,GCA_021620945 s__Prevotella sp000434975,1.524771458,0,1.524771458
strain,GCA_037369705 s__Prevotella sp900313215,1.525098522,0,1.525098522
order,o__Erysipelotrichales,-1.056869703,2.585570057,1.528700354
order,o__Enterobacterales,1.018698368,0.510749373,1.529447741
family,f__UBA660,-4.163555864,5.69396077,1.530404906
order,o__RF39,-4.163555864,5.69396077,1.530404906
genus,g__Treponema_D,-1.566906716,3.099117096,1.532210379
strain,GCF_004745525 s__Companilactobacillus suantsaicola,1.532533161,0,1.532533161
species,s__Companilactobacillus suantsaicola,1.532533161,0,1.532533161
class,c__Bacilli,-2.022373639,3.55671301,1.534339371
genus,g__Clostridium,-2.096447686,3.634439599,1.537991914
strain,GCA_021620945 s__Prevotella sp000434975,1.53993191,0,1.53993191
genus,g__F23-B02,-1.664274621,3.207772121,1.5434975
genus,g__Colicola,-2.054246765,3.600686019,1.546439254
strain,GCA_963661995 s__Prevotella sp900546535,1.549155476,0,1.549155476
class,c__Negativicutes,-1.563428201,3.112867497,1.549439296
genus,g__SFTJ01,-1.558879374,3.109058321,1.550178946
strain,AtH2023_SRR8960733_MAG05 s__Fimisoma sp002320005,1.550474726,0,1.550474726
species,s__Prevotella sp900546535,-1.500084174,3.052777778,1.552693604
phylum,p__Verrucomicrobiota,-1.239701822,2.794216408,1.554514586
family,f__UBA1067,-1.930229228,3.485360411,1.555131183
class,c__Negativicutes,-2.076914037,3.633382645,1.556468608
family,f__UBA660,-5.27543171,6.832462581,1.557030871
order,o__RF39,-5.27543171,6.832462581,1.557030871
family,f__Anaerovoracaceae,-1.753594147,3.310955899,1.557361752
strain,GCA_022779425 s__Sodaliphilus sp004557565,1.557544062,0,1.557544062
species,s__Fimisoma sp002320005,-2.273746933,3.831911918,1.558164986
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.558462308,0,1.558462308
phylum,p__Verrucomicrobiota,-1.972151437,3.531109686,1.558958249
family,f__Treponemataceae,-1.599282275,3.158479934,1.559197659
order,o__Treponematales,-1.604632651,3.164133538,1.559500887
genus,g__Faecousia,-2.87681945,4.436419912,1.559600463
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.560671856,0,1.560671856
genus,g__Fimisoma,-2.270197582,3.831911918,1.561714336
order,o__Christensenellales,-3.292021574,4.85489072,1.562869146
class,c__Verrucomicrobiia,-1.377386805,2.943027772,1.565640967
family,f__Clostridiaceae,-2.138277842,3.704683537,1.566405695
order,o__Clostridiales,-2.138277842,3.704683537,1.566405695
strain,GCA_021620945 s__Prevotella sp000434975,1.573198365,0,1.573198365
strain,GCA_021620945 s__Prevotella sp000434975,1.573461323,0,1.573461323
order,o__Christensenellales,-2.74465171,4.320484242,1.575832532
family,f__Treponemataceae,-1.865142915,3.442912123,1.577769208
order,o__Treponematales,-1.864672641,3.442912123,1.578239482
strain,GCA_963661995 s__Prevotella sp900546535,1.581486365,0,1.581486365
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,1.582114564,0,1.582114564
genus,g__Treponema_D,-2.297870657,3.882407407,1.58453675
genus,g__Cryptobacteroides,-1.111823882,2.696621404,1.584797522
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.585111921,0,1.585111921
strain,AtH2023_SRR12277000_MAG13 s__Colicola sp945787425,1.585383307,0,1.585383307
species,s__Liminaster sp016293065,-1.061360002,2.647847225,1.586487223
strain,GCA_021620945 s__Prevotella sp000434975,1.586871946,0,1.586871946
genus,g__Treponema_D,-2.407529492,3.994772184,1.587242693
order,o__RFP12,-1.983228188,3.575877614,1.592649426
class,c__Kiritimatiellia,-1.983228188,3.575877614,1.592649426
phylum,p__Verrucomicrobiota,-1.518767682,3.111887201,1.593119518
strain,GCA_021620945 s__Prevotella sp000434975,1.594399195,0,1.594399195
strain,AtH2023_SRR17241629_MAG10 s__Prevotella sp900548195,1.601114971,0,1.601114971
genus,g__Treponema_D,-1.856418809,3.45859,1.602171191
species,s__Cryptobacteroides sp000433355,-1.195320833,2.798270444,1.602949611
family,f__UBA660,-4.816408521,6.423091195,1.606682674
order,o__RF39,-4.816408521,6.423091195,1.606682674
genus,g__Treponema_D,-2.59245725,4.201306082,1.608848832
order,o__Enterobacterales,1.171619825,0.439590989,1.611210814
strain,GCA_037369705 s__Prevotella sp900313215,1.613893587,0,1.613893587
species,s__Prevotella sp000434975,-1.273005737,2.887016089,1.614010352
strain,GCA_937998895 s__Turicibacter bilis,1.617786649,0,1.617786649
order,o__RFN20,-3.246615223,4.865298268,1.618683045
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,1.62039177,0,1.62039177
genus,g__Treponema_D,-1.991239626,3.612155814,1.620916188
family,f__CAG-138,-1.948163822,3.569669215,1.621505393
strain,GCA_022782605 s__Terrisporobacter sp022782605,1.622359081,0,1.622359081
species,s__Terrisporobacter sp022782605,-1.068888574,2.691247655,1.622359081
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.624815746,0,1.624815746
species,s__Colicola sp945787425,-1.13738346,2.762520611,1.625137151
order,o__Enterobacterales,1.106860732,0.520721366,1.627582098
family,f__UBA660,-3.978022628,5.606758833,1.628736205
order,o__RF39,-3.978022628,5.606758833,1.628736205
order,o__RFN20,-3.413775175,5.044402198,1.630627023
order,o__Peptostreptococcales,-2.05382436,3.685205738,1.631381378
species,s__Prevotella sp002251295,1.289101779,0.345157052,1.634258831
species,s__Prevotella sp000434975,-1.028847562,2.663358147,1.634510585
family,f__UBA660,-3.778127007,5.418309933,1.640182926
order,o__RF39,-3.778127007,5.418309933,1.640182926
family,f__UBA660,-3.601362037,5.243530477,1.64216844
order,o__RF39,-3.601362037,5.243530477,1.64216844
order,o__RFN20,-3.086875314,4.729909007,1.643033693
strain,GCA_963661995 s__Prevotella sp900546535,1.643260959,0,1.643260959
genus,g__Clostridium,-1.805263219,3.451571147,1.646307928
strain,GCA_021620945 s__Prevotella sp000434975,1.646750571,0,1.646750571
family,f__Treponemataceae,-2.475359862,4.122763531,1.64740367
family,f__Treponemataceae,-2.329826898,3.977777778,1.64795088
order,o__Treponematales,-2.329826898,3.977777778,1.64795088
species,s__Prevotella sp900546535,-1.173495968,2.821672944,1.648176977
order,o__Treponematales,-2.484479606,4.132678354,1.648198749
strain,GCA_963661995 s__Prevotella sp900546535,1.650354326,0,1.650354326
family,f__UBA660,-3.830470053,5.481726421,1.651256367
order,o__RF39,-3.830470053,5.481726421,1.651256367
genus,g__Treponema_D,-1.533409216,3.186572912,1.653163696
genus,g__Treponema_D,-2.250414716,3.904052936,1.653638221
species,s__Prevotella sp900546535,-1.038420337,2.693035757,1.65461542
strain,AtH2023_SRR8960733_MAG19 s__Cryptobacteroides sp004554455,1.656502291,0,1.656502291
class,c__Gammaproteobacteria,1.085520668,0.571642037,1.657162706
genus,g__Vescimonas,-1.010376529,2.671800821,1.661424291
family,f__Treponemataceae,-1.850101294,3.511927795,1.661826501
order,o__Treponematales,-1.850101294,3.511927795,1.661826501
genus,g__Treponema_D,-1.563193549,3.225188326,1.661994776
class,c__Negativicutes,-2.191993955,3.85513599,1.663142034
order,o__Enterobacterales,1.083031967,0.582915316,1.665947283
strain,GCA_022773325 s__Prevotella sp002251365,1.666736904,0,1.666736904
superkingdom,d__Archaea,-2.611723198,4.281247072,1.669523874
species,s__Prevotella sp900548195,1.379819376,0.291733816,1.671553193
family,f__UBA660,-3.464050637,5.136794263,1.672743626
order,o__RF39,-3.464050637,5.136794263,1.672743626
family,f__Treponemataceae,-1.542378462,3.215146471,1.672768009
order,o__Treponematales,-1.541178198,3.215146471,1.673968273
family,f__UBA660,-3.940369228,5.617714579,1.67734535
family,f__Treponemataceae,-2.688892642,4.366237992,1.67734535
order,o__RF39,-3.940369228,5.617714579,1.67734535
order,o__Treponematales,-2.713868483,4.391869303,1.678000819
class,c__Negativicutes,-2.397234238,4.075965528,1.67873129
family,f__CAG-138,-2.123896318,3.803050427,1.679154109
family,f__Treponemataceae,-2.021316058,3.702025466,1.680709408
order,o__Treponematales,-2.025847301,3.706556709,1.680709408
strain,GCA_945868975 s__Minthosoma sp900316975,1.682223671,0,1.682223671
phylum,p__Verrucomicrobiota,-1.101835746,2.786375319,1.684539574
genus,g__Faecousia,-6.462461602,8.147388535,1.684926932
family,f__Treponemataceae,-1.572634462,3.258721661,1.686087199
order,o__Treponematales,-1.578290499,3.265907376,1.687616877
family,f__Sphaerochaetaceae,-1.494244104,3.181985319,1.687741215
order,o__Sphaerochaetales,-1.494244104,3.181985319,1.687741215
strain,GCA_963661995 s__Prevotella sp900546535,1.698315352,0,1.698315352
family,f__Fusobacteriaceae,-2.008786728,3.708320005,1.699533277
order,o__Fusobacteriales,-2.008786728,3.708320005,1.699533277
class,c__Fusobacteriia,-2.008786728,3.708320005,1.699533277
phylum,p__Fusobacteriota,-2.008786728,3.708320005,1.699533277
species,s__Prevotella sp900546535,-1.085691084,2.787533571,1.701842487
strain,GCA_016297695 s__RUG14121 sp016297695,1.702209471,0,1.702209471
species,s__RUG14121 sp016297695,1.702209471,0,1.702209471
genus,g__RUG14121,1.702209471,0,1.702209471
strain,GCA_963661995 s__Prevotella sp900546535,1.703992887,0,1.703992887
species,s__Prevotella sp900546535,-1.126474447,2.833245961,1.706771514
strain,GCA_021620945 s__Prevotella sp000434975,1.707010391,0,1.707010391
order,o__Christensenellales,-4.053174794,5.760185185,1.707010391
class,c__Spirochaetia,-2.034127571,3.741486393,1.707358822
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.708042978,0,1.708042978
phylum,p__Spirochaetota,-2.038883467,3.747487173,1.708603707
family,f__Peptostreptococcaceae,-1.37328349,3.082527171,1.70924368
class,c__Spirochaetia,-2.336271853,4.045766222,1.709494369
order,o__Christensenellales,-4.993522459,6.703563259,1.7100408
class,c__Spirochaetia,-2.05519405,3.76535406,1.71016001
phylum,p__Spirochaetota,-2.341375067,4.051798677,1.71042361
phylum,p__Spirochaetota,-2.054673691,3.76535406,1.710680369
strain,AtH2023_SRR7182063_MAG4 s__UBA2868 sp004552595,1.711005454,0,1.711005454
class,c__Gammaproteobacteria,1.000513473,0.711811776,1.712325249
genus,g__Treponema_D,-2.154815411,3.868400948,1.713585538
family,f__UBA1067,-1.943202073,3.657008339,1.713806266
family,f__Treponemataceae,-2.261961097,3.97731301,1.715351912
class,c__Spirochaetia,-2.011832038,3.727527627,1.715695589
phylum,p__Spirochaetota,-2.011539706,3.727527627,1.715987921
order,o__Treponematales,-2.2612393,3.97731301,1.71607371
family,f__UBA660,-3.442344389,5.162962963,1.720618574
order,o__RF39,-3.442344389,5.162962963,1.720618574
family,f__UBA660,-3.985456394,5.707332462,1.721876068
order,o__RF39,-3.985456394,5.707332462,1.721876068
family,f__Acutalibacteraceae,-1.612925609,3.337217378,1.724291769
order,o__RFN20,-4.081794083,5.809253785,1.727459702
genus,g__Faecousia,-2.963801425,4.697015791,1.733214365
family,f__CAG-138,-1.937871602,3.671707949,1.733836347
genus,g__Treponema_D,-1.005290727,2.740319367,1.73502864
order,o__RFP12,-1.946303052,3.681603111,1.735300059
class,c__Kiritimatiellia,-1.945526168,3.681603111,1.736076943
family,f__Treponemataceae,-2.176372259,3.913047792,1.736675533
order,o__Treponematales,-2.176372259,3.913047792,1.736675533
family,f__Oscillospiraceae,-2.889899249,4.626616792,1.736717543
family,f__UBA660,-4.987027311,6.728119138,1.741091826
order,o__RF39,-4.987027311,6.728119138,1.741091826
family,f__Acutalibacteraceae,-1.710995362,3.458572319,1.747576956
strain,GCA_021620945 s__Prevotella sp000434975,1.747695238,0,1.747695238
strain,GCA_022779425 s__Sodaliphilus sp004557565,1.748146221,0,1.748146221
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.749898415,0,1.749898415
family,f__Paludibacteraceae,-2.204396264,3.958726101,1.754329837
order,o__Christensenellales,-3.998601404,5.753070459,1.754469055
phylum,p__Verrucomicrobiota,-1.602766572,3.358216305,1.755449732
family,f__Treponemataceae,-1.059187396,2.816359139,1.757171743
order,o__Treponematales,-1.069192499,2.826946955,1.757754456
order,o__Christensenellales,-3.829468233,5.58884958,1.759381347
strain,GCA_963661995 s__Prevotella sp900546535,1.762468684,0,1.762468684
genus,g__Colicola,-1.933001807,3.698403321,1.765401514
order,o__Christensenellales,-3.994641526,5.760511965,1.765870439
family,f__Muribaculaceae,-1.580135543,3.346181778,1.766046235
family,f__Clostridiaceae,-1.86953207,3.639222636,1.769690566
order,o__Clostridiales,-1.876482125,3.646172691,1.769690566
family,f__UBA660,-3.783948386,5.55721473,1.773266345
order,o__RF39,-3.783948386,5.55721473,1.773266345
genus,g__Treponema_D,-2.264632853,4.04017538,1.775542527
order,o__Christensenellales,-4.360139035,6.136121943,1.775982908
order,o__Peptostreptococcales,-1.873927196,3.650235023,1.776307827
genus,g__Treponema_D,-1.536806197,3.313916374,1.777110177
strain,GCA_034113945 s__Prevotella sp022771625,1.77811358,0,1.77811358
strain,GCA_945949585 s__CAG-492 sp945917765,1.783211456,0,1.783211456
species,s__CAG-492 sp945917765,-1.381069686,3.164281142,1.783211456
family,f__UBA660,-3.754965059,5.538798737,1.783833678
order,o__RF39,-3.754965059,5.538798737,1.783833678
genus,g__CAG-492,-1.377007122,3.164281142,1.78727402
genus,g__Terrisporobacter,-1.458537307,3.246768286,1.788230979
order,o__Christensenellales,-4.097124141,5.888995438,1.791871297
family,f__Oscillospiraceae,-3.656043596,5.450800343,1.794756746
strain,GCA_021620945 s__Prevotella sp000434975,1.795727923,0,1.795727923
family,f__UBA932,-1.331856281,3.130131095,1.798274814
family,f__Treponemataceae,-1.564389614,3.363389722,1.799000108
order,o__Treponematales,-1.563634789,3.363389722,1.799754933
genus,g__Limivicinus,-1.578586703,3.379882216,1.801295513
class,c__Spirochaetia,-2.40818139,4.213283099,1.805101708
phylum,p__Spirochaetota,-2.4143415,4.220175056,1.805833556
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,1.806330086,0,1.806330086
family,f__CAG-917,-1.511067155,3.318798008,1.807730852
order,o__RFN20,-2.705599392,4.51659399,1.810994598
order,o__Christensenellales,-4.694506426,6.505895201,1.811388775
order,o__RFN20,-3.737821316,5.550054811,1.812233495
genus,g__Faecousia,-2.395289287,4.212085341,1.816796054
family,f__CAG-138,-1.269580014,3.090295087,1.820715073
species,s__Prevotella sp002251295,1.512312507,0.309384274,1.82169678
order,o__RFN20,-3.703636653,5.528498243,1.824861589
order,o__Christensenellales,-3.222604653,5.051111855,1.828507202
family,f__UBA660,-3.891419779,5.720740036,1.829320257
order,o__RF39,-3.891419779,5.720740036,1.829320257
genus,g__Treponema_D,-1.786138781,3.620172663,1.834033882
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,1.836423056,0,1.836423056
strain,AtH2023_SRR8960733_MAG19 s__Cryptobacteroides sp004554455,1.837676358,0,1.837676358
order,o__RFN20,-4.003905871,5.842824348,1.838918476
strain,GCF_039031515 s__Blautia_A wexlerae,1.840591277,0,1.840591277
species,s__Blautia_A wexlerae,1.840591277,0,1.840591277
strain,AtH2023_SRR7182063_MAG4 s__UBA2868 sp004552595,1.840967738,0,1.840967738
strain,GCA_945831595 s__Prevotella sp004556065,1.841929405,0,1.841929405
family,f__UBA660,-3.868538559,5.71067807,1.842139511
order,o__RF39,-3.868538559,5.71067807,1.842139511
phylum,p__Verrucomicrobiota,-1.067281646,2.91151149,1.844229843
genus,g__Cryptobacteroides,-1.600252632,3.445598949,1.845346317
species,s__Prevotella sp002251295,1.507511884,0.340880747,1.848392631
family,f__Treponemataceae,-2.299767674,4.148596483,1.848828809
order,o__Treponematales,-2.312178865,4.16170233,1.849523466
family,f__UBA660,-4.256716275,6.111450437,1.854734161
order,o__RF39,-4.256716275,6.111450437,1.854734161
order,o__RFN20,-4.239758628,6.09537037,1.855611742
family,f__Treponemataceae,-1.835953049,3.692681858,1.85672881
strain,GCF_002027295 s__Limosilactobacillus reuteri,1.857143326,0,1.857143326
order,o__Treponematales,-1.835480238,3.692681858,1.857201621
phylum,p__Verrucomicrobiota,-2.196987845,4.057142345,1.8601545
strain,AtH2023_SRR7182063_MAG4 s__UBA2868 sp004552595,1.861213609,0,1.861213609
family,f__UBA660,-4.349526261,6.213692946,1.864166686
order,o__RF39,-4.349526261,6.213692946,1.864166686
